"PR"	"URL"	"Title"	"Content type"	"Is rendered page"	"HTTP status code"	"Organic traffic"	"Depth"	"Is indexable page"	"No. of all inlinks"	"First found at"
"24"	"https://solarinstallerstx.com/installers/san-antonio/san-antonio-roof-royale"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/profesional-solar-installation"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/urban-solar"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/texas-solar-screens"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/olympic-electric-solar-llc"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"2"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/charger-roofing-llc"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/omosewe-guerra"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"2"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/big-sun-solar"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/san-antonio-solar-systems"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/energy-solutions-llc"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/solar-sunny-side-up"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/texas-engineered-solar"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/five-star-solar"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/dkd-energy"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/solar-electrics-texas"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/choose-the-right-solar"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/elevate-electrical-solutions"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/synergy-electric"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"2"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/solarwind-panel-installation-san-antonio-llc"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/orius-solar-care"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/solar-service"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/soleil-energy-solutions-llc"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/oci-solar-power-alamo-1-solar-farm"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/sundown-solar-llc"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"2"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/lighthouse-solar"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/solwel"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/texas-solar"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"2"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/solar-electric-texas"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"2"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/alpha-solar-solutions-llc"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/alba-energy"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/will-power-solar"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"2"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/delta-solar-power"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/apex-smart-home"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/greenstar-power-llc"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"2"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/life-solar-panels"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/mission-solar-energy-llc"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/alamo-smart-home"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/central-texas-solar"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/solar-alliance"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"2"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/strategic-solar-installation-san-antonio"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/aptos-solar-technology"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/solar-energy-house-tx"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/stephens-solar-solutions"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"2"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/etw-energy-llc"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"2"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/greenlight-energy"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/ecogen-america"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/texas-solar-energy"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/limitless-energy-pros"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/green-energy-of-san-antonio"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/erus-energy"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/sun-action-trackers-llc"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/pom-solar-energy"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/ecolectrics-llc"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/starpoint-group"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/solar-innovation-experts-san-antonio"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/standard"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"2"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/solar-electric-texas-llc"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"2"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/greentech-renewables-san-antonio"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/national-renewable-energy-partners"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/texas-energy-experts"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/ecopro-solar-supply"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/go-solar-san-antonio"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/erco-energy"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/power-home-remodeling"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/sat-energy"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/engel-electric"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"2"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/prodigy-solar"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/atma-energy"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/rhino-roofers-san-antonio-roofing-company"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/elias-solar-inc"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"2"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/sunlit-solar-san-antonio"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/olympus-electric-solar-llc"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/go-solar-power"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/solar-edge-pros"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/3rd-generation"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"2"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/lux-energy"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/critter-shield"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/charles-kirk"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"2"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/longhorn-solar-san-antonio"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/arp-roofing-remodeling"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/south-texas-solar-systems"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/smart-renewables-of-texas-llc"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/loa-roofing-and-construction"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/roofio"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/one80-solar"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/all-points-roof-solar"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/cam-solar"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"24"	"https://solarinstallerstx.com/installers/san-antonio/green-star-ev-and-solar-solutions"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/dumas/willis-construction"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"0"	""
"0"	"https://solarinstallerstx.com/installers/olmito/black-diamond-ppf-tint-olmito"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"0"	""
"0"	"https://solarinstallerstx.com/installers/waco/redemption-solar-power"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/round-rock/solar-power-systems-round-rock"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/austin/bright-energy-texas"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/farmers-branch/solarize"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"0"	""
"0"	"https://solarinstallerstx.com/installers/desoto/the-solar-cowboys"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"0"	""
"0"	"https://solarinstallerstx.com/installers/hurst/lgcy-power"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"0"	""
"0"	"https://solarinstallerstx.com/installers/dallas/yagnew-manengenegle"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"2"	""
"0"	"https://solarinstallerstx.com/installers/round-rock/gnrg-usa-north-austin"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/fate/arvo-solar-dfw-rockwall-fate"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"0"	""
"0"	"https://solarinstallerstx.com/installers/austin/pep-solar-llc"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/mesquite/sunstar-solutions"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/olmito/scs-sales-consultant-services"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"0"	""
"0"	"https://solarinstallerstx.com/installers/new-braunfels/texas-powered-by-solar"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/carrollton/texas-solar-design"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/grand-prairie/sunrun-solar"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/plano/enova-electrification"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/brownsville/tmd-solar-energy"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/weslaco/american-made-solar-and-wind-technologies"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/arlington/pure-energy-solar-systems"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/austin/smart-solar-systems"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/killeen/solarcentraltexas"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/dallas/proclaim-solar-llc"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/abilene/west-texas-solar"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/austin/jray-electrical"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"2"	""
"0"	"https://solarinstallerstx.com/installers/brownsville/xactman-services-llc"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/lytle/arc-solar-ev-solutions"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"0"	""
"0"	"https://solarinstallerstx.com/installers/houston/luminaz-energy"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"2"	""
"0"	"https://solarinstallerstx.com/installers/austin/energy-experts-solar-of-austin"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/mission/rgv-solar"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/converse/oci-solar-power-alamo-2-solar-farm"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"0"	""
"0"	"https://solarinstallerstx.com/installers/austin/solar-efficiency-experts-austin"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/dallas/nexus-energy"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/austin/solar-brothers-llc-solar-installation-hardware"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/north-richland-hills/simplicity-power"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"0"	""
"0"	"https://solarinstallerstx.com/installers/lubbock/greenmt-solar"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"2"	""
"0"	"https://solarinstallerstx.com/installers/la-feria/ies-texas-solar"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"0"	""
"0"	"https://solarinstallerstx.com/installers/dallas/solar-panels-dallas"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/new-braunfels/jiles-solar-power-llc"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"2"	""
"0"	"https://solarinstallerstx.com/installers/new-braunfels/jiles-solar-power-and-jiles-roofing"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/austin/solar-service"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/brownsville/mcallen-valley-roofing-co"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/brownsville/a7-auto-pros-tint-coatings-details-brownsville"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"2"	""
"0"	"https://solarinstallerstx.com/installers/temple/solar-x"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/buda/hesolar"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"0"	""
"0"	"https://solarinstallerstx.com/installers/harker-heights/solar-service"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"0"	""
"0"	"https://solarinstallerstx.com/installers/fort-worth/solar-avenue"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/austin/koala-solar"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/schertz/gvec-solar-services"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"0"	""
"0"	"https://solarinstallerstx.com/installers/desoto/solar-smart-tx"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"0"	""
"0"	"https://solarinstallerstx.com/installers/rockdale/boe-power-llc"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"0"	""
"0"	"https://solarinstallerstx.com/installers/austin/greenbelt-solar"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/liberty-hill/power-on"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"0"	""
"0"	"https://solarinstallerstx.com/installers/helotes/sunsmart-solar-helotes"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"0"	""
"0"	"https://solarinstallerstx.com/installers/austin/austin-discount-solar"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/weslaco/solar-panel-company"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"0"	""
"0"	"https://solarinstallerstx.com/installers/live-oak/now-energy-llc"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"0"	""
"0"	"https://solarinstallerstx.com/installers/austin/walsh-solar-electrical-services"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/fort-worth/solarco-texas"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/richland-hills/atlas-solar-power"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"0"	""
"0"	"https://solarinstallerstx.com/installers/dallas/vantage-point-solar"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/denton/denton-solar"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
"0"	"https://solarinstallerstx.com/installers/katy/supernova-solar-dba-smartsan-energy"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"0"	""
"0"	"https://solarinstallerstx.com/installers/hurst/solarugreen"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"0"	""
"0"	"https://solarinstallerstx.com/nabcep-certified"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"1"	"false"	"1"	"https://solarinstallerstx.com/blog/texas-solar-bankruptcies-2024-2025"
"0"	"https://solarinstallerstx.com/installers/plano/longhorn-solar-plano"	""	"text/html; charset=utf-8"	"false"	"404"	"0"	"0"	"false"	"1"	""
